date,product_id,category,price,user_id,age,gender,location,number_of_reviews,average_rating,purchase_frequency,ad_spend,sales
2031-11-05,P4327,Books,656.05,U167,36,Female,WA,25,3.3,2,497.26,3617.96
2031-11-06,P4328,Electronics,834.38,U373,55,Male,IL,27,1.2,2,1521.31,602.05
2031-11-07,P4329,Clothing,923.7,U664,39,Male,IL,32,1.3,1,973.54,420.08
2031-11-08,P4330,Clothing,153.42,U39,28,Female,NV,2,3.9,3,836.71,2160.25
2031-11-09,P4331,Furniture,520.84,U344,22,Male,IL,33,1.1,7,1817.13,521.77
2031-11-10,P4332,Clothing,940.08,U219,21,Female,NV,35,3.9,5,790.73,1515.63
2031-11-11,P4333,Furniture,526.82,U318,56,Male,NY,31,4.2,5,1367.5,2713.14
2031-11-12,P4334,Books,96.22,U386,55,Male,WA,34,3.3,4,328.73,4067.79
2031-11-13,P4335,Electronics,559.13,U951,31,Female,NV,35,1.8,8,163.26,4633.36
2031-11-14,P4336,Books,491.04,U78,26,Female,CA,36,2.0,6,244.27,3240.2
2031-11-15,P4337,Electronics,683.15,U892,53,Female,NV,2,4.0,4,303.73,1219.29
2031-11-16,P4338,Furniture,486.42,U96,18,Male,NV,20,3.6,6,348.02,3037.0
2031-11-17,P4339,Electronics,888.34,U955,46,Female,FL,41,1.9,1,1449.53,1258.74
2031-11-18,P4340,Furniture,370.83,U626,26,Female,TX,16,4.4,7,1097.08,1565.4
2031-11-19,P4341,Clothing,694.76,U219,24,Female,TX,15,4.3,4,978.46,1284.85
2031-11-20,P4342,Furniture,481.62,U121,22,Female,OR,43,4.9,9,1295.49,2241.73
2031-11-21,P4343,Books,250.03,U761,22,Female,WA,9,4.5,6,306.11,702.84
2031-11-22,P4344,Clothing,524.08,U475,56,Female,NY,1,1.5,8,522.06,1201.47
2031-11-23,P4345,Books,584.53,U848,57,Female,NV,41,2.3,5,874.28,4051.29
2031-11-24,P4346,Electronics,956.5,U57,34,Male,FL,44,3.0,2,551.06,1984.03
2031-11-25,P4347,Electronics,309.64,U568,25,Female,NY,23,4.6,3,848.37,858.68
2031-11-26,P4348,Electronics,422.13,U146,52,Male,FL,6,1.3,2,173.22,2895.5
2031-11-27,P4349,Clothing,206.39,U15,37,Male,TX,41,4.0,3,321.2,3179.71
2031-11-28,P4350,Furniture,259.87,U902,53,Male,TX,1,4.6,1,921.47,588.85
2031-11-29,P4351,Clothing,152.56,U699,19,Female,TX,44,3.0,8,341.32,237.07
2031-11-30,P4352,Books,43.34,U629,36,Male,NV,19,3.2,3,873.33,1341.13
2031-12-01,P4353,Books,617.47,U651,32,Female,NV,47,3.7,5,919.46,3163.46
2031-12-02,P4354,Furniture,504.94,U646,59,Female,OR,40,1.5,9,455.08,886.44
2031-12-03,P4355,Electronics,829.43,U761,36,Male,FL,33,1.2,2,731.32,3066.63
2031-12-04,P4356,Clothing,627.32,U451,61,Female,NV,13,3.1,2,640.98,2423.49
2031-12-05,P4357,Furniture,493.81,U984,47,Female,TX,44,3.7,6,1390.18,1712.94
2031-12-06,P4358,Books,288.73,U634,61,Male,OR,49,3.7,6,166.48,543.56
2031-12-07,P4359,Clothing,646.58,U12,29,Female,WA,11,3.4,8,229.93,143.98
2031-12-08,P4360,Electronics,193.11,U240,40,Male,IL,35,3.5,8,141.83,1123.76
2031-12-09,P4361,Books,896.46,U554,57,Female,CA,22,3.3,5,1577.68,4101.89
2031-12-10,P4362,Clothing,290.95,U264,53,Female,WA,15,4.3,8,1183.1,3399.76
2031-12-11,P4363,Books,942.3,U112,38,Male,CA,3,4.6,8,687.27,4240.66
2031-12-12,P4364,Furniture,812.58,U42,19,Male,WA,6,4.2,6,1225.86,2557.75
2031-12-13,P4365,Books,874.6,U707,47,Male,NY,43,4.2,1,1560.2,57.91
2031-12-14,P4366,Books,908.57,U358,54,Female,OR,8,2.3,9,1642.86,1318.89
2031-12-15,P4367,Electronics,976.68,U527,21,Male,NY,26,1.8,1,344.65,4225.09
2031-12-16,P4368,Clothing,297.66,U152,25,Female,IL,26,3.7,6,852.69,3299.66
2031-12-17,P4369,Books,384.93,U548,59,Female,TX,9,3.2,2,732.46,240.69
2031-12-18,P4370,Books,527.14,U476,32,Male,OR,39,3.0,4,1027.27,3396.87
2031-12-19,P4371,Electronics,189.37,U524,61,Female,OR,10,3.8,5,1799.03,3852.16
2031-12-20,P4372,Clothing,53.51,U125,43,Female,NY,48,2.1,8,435.14,652.45
2031-12-21,P4373,Books,562.34,U765,63,Male,OR,37,2.4,9,472.45,2627.54
2031-12-22,P4374,Electronics,761.41,U551,59,Male,OR,38,2.5,1,1127.43,1826.15
2031-12-23,P4375,Books,897.85,U294,44,Female,IL,8,4.0,3,655.84,1846.08
2031-12-24,P4376,Books,135.21,U891,37,Male,CA,18,1.9,5,1595.0,86.89
2031-12-25,P4377,Clothing,125.21,U312,31,Female,TX,21,4.1,7,936.36,2079.23
2031-12-26,P4378,Clothing,304.68,U490,54,Female,FL,32,3.3,1,1365.6,2416.66
2031-12-27,P4379,Books,897.19,U189,31,Male,IL,13,4.2,7,354.68,2114.29
2031-12-28,P4380,Furniture,271.3,U261,39,Female,FL,10,4.7,3,112.17,3417.72
2031-12-29,P4381,Furniture,145.9,U346,63,Female,IL,2,1.6,5,1808.93,3964.93
2031-12-30,P4382,Electronics,476.47,U188,36,Female,CA,17,4.3,6,1344.67,4722.74
2031-12-31,P4383,Electronics,695.25,U314,41,Male,NY,30,3.7,2,652.47,3301.64
2032-01-01,P4384,Furniture,139.97,U549,53,Female,NY,10,1.3,2,1366.14,3398.61
2032-01-02,P4385,Books,105.97,U138,34,Female,WA,28,1.9,6,1215.27,4870.72
2032-01-03,P4386,Furniture,220.89,U131,40,Female,NY,6,2.4,1,577.12,2055.01
2032-01-04,P4387,Electronics,792.63,U368,41,Female,NY,1,4.4,8,1238.14,961.2
2032-01-05,P4388,Clothing,919.95,U121,31,Female,IL,36,2.8,6,1348.09,1189.8
2032-01-06,P4389,Furniture,455.47,U651,43,Male,TX,39,3.1,5,869.78,990.55
2032-01-07,P4390,Furniture,507.02,U84,51,Female,TX,38,3.5,1,1290.67,1557.82
2032-01-08,P4391,Furniture,933.3,U165,23,Male,WA,14,4.3,9,366.17,4763.11
2032-01-09,P4392,Furniture,229.16,U984,28,Male,CA,16,2.9,1,1525.64,2072.28
2032-01-10,P4393,Clothing,315.9,U741,56,Male,WA,4,2.0,3,1355.21,3910.36
2032-01-11,P4394,Books,737.64,U370,41,Female,TX,26,1.5,4,1037.91,3192.65
2032-01-12,P4395,Furniture,718.09,U367,64,Female,IL,40,3.6,3,865.92,4887.54
2032-01-13,P4396,Clothing,380.55,U905,39,Female,NY,8,2.8,3,1199.48,659.69
2032-01-14,P4397,Books,716.39,U7,22,Female,IL,7,3.0,1,727.08,4658.98
2032-01-15,P4398,Furniture,670.13,U320,49,Male,OR,36,4.6,7,1731.66,189.57
2032-01-16,P4399,Clothing,22.97,U424,62,Male,NV,36,2.0,7,1400.94,3329.92
2032-01-17,P4400,Books,428.69,U550,50,Male,NY,26,1.8,9,768.7,933.36
2032-01-18,P4401,Electronics,844.25,U376,35,Male,OR,38,4.0,4,1767.39,1869.49
2032-01-19,P4402,Books,639.74,U64,23,Female,OR,31,4.4,7,834.18,4022.96
2032-01-20,P4403,Electronics,644.03,U653,44,Male,WA,31,4.0,8,1358.86,1381.56
2032-01-21,P4404,Clothing,906.5,U61,39,Male,OR,18,2.9,5,337.85,224.75
2032-01-22,P4405,Books,103.63,U796,64,Female,NV,40,1.9,4,1148.91,3343.64
2032-01-23,P4406,Furniture,213.02,U235,36,Male,TX,19,2.5,2,1596.95,682.55
2032-01-24,P4407,Furniture,694.74,U728,59,Male,NV,19,4.1,2,1415.1,32.06
2032-01-25,P4408,Clothing,792.83,U961,30,Male,OR,13,4.9,6,336.71,183.74
2032-01-26,P4409,Electronics,15.72,U94,40,Male,TX,11,2.9,4,983.12,759.55
2032-01-27,P4410,Furniture,74.78,U369,54,Female,CA,21,3.9,5,1239.7,3311.57
2032-01-28,P4411,Books,153.03,U413,40,Male,WA,23,2.2,2,796.85,1997.55
2032-01-29,P4412,Books,107.91,U830,31,Male,FL,4,2.9,7,371.3,939.68
2032-01-30,P4413,Books,992.26,U270,37,Female,OR,12,2.9,6,877.43,1992.33
2032-01-31,P4414,Electronics,514.64,U132,40,Male,TX,49,2.4,4,718.06,2864.36
2032-02-01,P4415,Books,138.83,U669,63,Female,IL,41,3.1,2,1011.33,2776.02
2032-02-02,P4416,Electronics,793.64,U281,47,Male,WA,7,1.6,1,581.48,1891.69
2032-02-03,P4417,Furniture,526.23,U759,44,Female,NV,23,3.0,3,1167.17,3746.01
2032-02-04,P4418,Furniture,329.53,U577,34,Female,NY,26,3.7,2,788.73,2395.84
2032-02-05,P4419,Books,951.06,U336,24,Male,NY,28,2.8,8,1712.2,2993.05
2032-02-06,P4420,Books,358.54,U891,27,Male,WA,24,2.9,1,990.58,1003.71
2032-02-07,P4421,Books,176.63,U604,57,Male,CA,16,1.4,2,1695.65,627.59
2032-02-08,P4422,Furniture,804.93,U143,31,Female,NV,11,3.7,5,493.08,1873.42
2032-02-09,P4423,Clothing,108.33,U756,44,Female,WA,7,2.3,5,521.57,555.26
2032-02-10,P4424,Electronics,567.63,U426,29,Male,OR,2,2.8,2,1249.84,2004.96
2032-02-11,P4425,Electronics,666.3,U233,46,Male,IL,0,2.4,4,1232.05,4223.29
2032-02-12,P4426,Furniture,956.94,U960,42,Female,IL,8,3.3,3,1067.92,170.94
2032-02-13,P4427,Electronics,877.5,U200,32,Male,NV,44,3.2,8,1214.39,3730.77
2032-02-14,P4428,Clothing,259.13,U351,22,Female,OR,8,2.8,7,1008.06,2879.74
2032-02-15,P4429,Books,229.15,U331,18,Male,IL,16,2.0,7,1770.95,2162.25
2032-02-16,P4430,Clothing,619.35,U413,50,Male,OR,29,2.7,8,1326.24,1778.61
2032-02-17,P4431,Books,419.58,U502,32,Male,IL,34,3.5,8,65.41,4657.82
2032-02-18,P4432,Clothing,435.04,U956,26,Male,NY,8,1.2,2,1007.0,2799.09
2032-02-19,P4433,Clothing,140.41,U33,63,Male,FL,28,4.7,8,1588.67,4310.71
2032-02-20,P4434,Books,54.32,U735,56,Male,TX,23,2.6,8,1142.69,492.49
2032-02-21,P4435,Electronics,964.35,U982,20,Female,NV,46,2.5,2,1970.92,4313.68
2032-02-22,P4436,Electronics,240.0,U937,24,Male,TX,25,4.1,5,1419.77,153.09
2032-02-23,P4437,Electronics,917.3,U313,64,Female,NV,12,1.8,1,1398.69,914.28
2032-02-24,P4438,Furniture,601.46,U90,46,Female,NY,9,2.5,2,1650.69,3105.13
2032-02-25,P4439,Clothing,800.99,U378,58,Female,OR,6,4.9,7,1188.08,4476.49
2032-02-26,P4440,Electronics,15.68,U288,37,Male,CA,49,3.8,9,1624.08,4403.08
2032-02-27,P4441,Books,344.91,U364,57,Female,NV,49,2.8,5,561.11,1039.25
2032-02-28,P4442,Clothing,666.5,U770,55,Male,CA,24,2.4,6,1802.9,3216.13
2032-02-29,P4443,Furniture,244.1,U800,23,Male,NY,25,2.9,1,1665.37,4612.68
2032-03-01,P4444,Clothing,672.36,U937,29,Male,NY,21,2.4,5,795.34,3296.63
2032-03-02,P4445,Clothing,705.14,U395,19,Male,TX,10,4.8,3,236.1,2517.04
2032-03-03,P4446,Furniture,555.52,U689,47,Male,NY,35,3.1,6,1593.78,1927.37
2032-03-04,P4447,Electronics,10.1,U197,55,Male,OR,27,4.6,6,1952.17,2070.7
2032-03-05,P4448,Books,91.7,U530,63,Male,TX,26,1.1,3,1617.64,2790.23
2032-03-06,P4449,Electronics,296.82,U593,32,Female,TX,8,4.8,4,930.35,2564.74
2032-03-07,P4450,Furniture,324.91,U716,36,Female,OR,25,3.5,7,485.74,4610.84
2032-03-08,P4451,Clothing,396.99,U375,41,Male,OR,47,3.5,6,190.19,111.83
2032-03-09,P4452,Books,224.06,U729,22,Female,TX,18,1.9,6,807.31,2031.56
2032-03-10,P4453,Furniture,571.8,U567,27,Male,IL,17,2.6,5,458.72,2828.34
2032-03-11,P4454,Electronics,485.53,U926,54,Female,FL,11,5.0,5,1433.88,605.02
2032-03-12,P4455,Books,533.75,U310,52,Male,IL,42,3.1,5,584.76,1725.16
2032-03-13,P4456,Books,932.13,U675,24,Male,WA,32,1.1,4,1981.63,3005.29
2032-03-14,P4457,Clothing,944.42,U62,64,Male,NV,32,1.4,9,498.67,3476.61
2032-03-15,P4458,Clothing,873.29,U555,41,Female,FL,6,4.6,2,342.44,545.93
2032-03-16,P4459,Books,231.77,U589,23,Female,NV,44,4.5,4,684.15,1399.27
2032-03-17,P4460,Electronics,884.54,U1,38,Male,WA,12,3.6,3,1339.61,3845.62
2032-03-18,P4461,Electronics,652.44,U627,53,Female,TX,0,2.0,8,334.51,3320.59
2032-03-19,P4462,Books,727.13,U132,55,Female,FL,11,4.5,2,1926.95,998.3
2032-03-20,P4463,Clothing,302.4,U700,29,Male,NV,6,3.0,8,164.5,998.49
2032-03-21,P4464,Clothing,415.51,U323,64,Male,NV,37,2.5,8,695.38,351.63
2032-03-22,P4465,Electronics,209.02,U335,18,Male,OR,47,2.0,1,1832.72,3921.26
2032-03-23,P4466,Clothing,953.23,U720,64,Male,OR,8,4.7,8,137.5,3291.51
2032-03-24,P4467,Books,849.93,U879,30,Female,OR,8,3.7,5,1334.26,2261.14
2032-03-25,P4468,Clothing,95.92,U21,26,Male,NY,12,1.2,7,1026.35,2611.37
2032-03-26,P4469,Furniture,751.16,U24,44,Male,OR,35,1.1,1,1467.78,3378.6
2032-03-27,P4470,Furniture,276.68,U388,37,Female,FL,39,1.1,9,1344.36,4899.58
2032-03-28,P4471,Electronics,487.51,U439,43,Female,OR,44,4.9,9,775.75,579.73
2032-03-29,P4472,Clothing,612.02,U998,48,Female,IL,43,3.5,2,391.37,1242.42
2032-03-30,P4473,Electronics,763.57,U500,57,Female,OR,8,3.6,7,1204.48,1116.14
2032-03-31,P4474,Clothing,599.48,U924,36,Female,FL,37,4.0,7,1520.91,999.35
2032-04-01,P4475,Furniture,616.24,U373,45,Male,IL,20,2.8,4,660.84,3558.47
2032-04-02,P4476,Books,761.63,U373,56,Female,NY,34,1.5,9,1658.38,824.73
2032-04-03,P4477,Books,106.18,U854,60,Male,IL,20,2.0,1,1877.11,678.18
2032-04-04,P4478,Furniture,707.72,U698,24,Female,OR,2,4.8,4,1312.03,124.02
2032-04-05,P4479,Furniture,76.0,U962,24,Female,CA,0,4.2,1,977.34,3318.27
2032-04-06,P4480,Clothing,545.47,U814,54,Male,NY,32,1.7,9,132.32,3709.3
2032-04-07,P4481,Clothing,404.24,U609,39,Female,TX,36,2.8,6,352.36,3255.57
2032-04-08,P4482,Books,392.21,U360,20,Male,IL,1,2.3,3,384.49,4362.04
2032-04-09,P4483,Furniture,604.23,U116,24,Male,CA,23,4.8,2,1252.33,4076.87
2032-04-10,P4484,Clothing,48.71,U679,32,Female,TX,15,4.1,4,1989.13,959.37
2032-04-11,P4485,Electronics,670.17,U901,24,Female,CA,14,4.1,8,1404.47,1981.17
2032-04-12,P4486,Books,806.75,U825,64,Male,NY,25,4.4,9,98.66,1646.88
2032-04-13,P4487,Clothing,652.78,U146,36,Male,WA,18,2.7,4,695.84,845.13
2032-04-14,P4488,Electronics,14.1,U976,39,Female,CA,40,4.0,3,1074.17,1224.83
2032-04-15,P4489,Books,41.17,U317,64,Female,CA,19,4.4,2,99.38,4859.12
2032-04-16,P4490,Books,489.65,U50,38,Male,OR,29,4.8,5,1268.57,2170.33
2032-04-17,P4491,Furniture,141.82,U992,49,Female,WA,45,3.7,3,564.79,4550.56
2032-04-18,P4492,Furniture,393.62,U446,52,Male,NY,42,4.3,5,1425.33,2968.29
2032-04-19,P4493,Books,623.57,U581,37,Female,WA,28,1.7,8,99.89,1586.04
2032-04-20,P4494,Books,865.98,U294,40,Female,CA,42,2.6,4,413.86,853.79
2032-04-21,P4495,Clothing,141.5,U938,32,Male,IL,0,1.8,1,1231.22,2741.82
2032-04-22,P4496,Electronics,256.45,U724,41,Male,CA,7,3.9,3,977.83,2531.66
2032-04-23,P4497,Furniture,604.65,U557,63,Female,IL,21,2.0,7,1934.95,4496.9
2032-04-24,P4498,Books,190.99,U723,63,Male,NV,12,1.7,8,777.98,3480.93
2032-04-25,P4499,Clothing,944.18,U892,31,Male,OR,40,1.9,2,1112.08,1765.18
2032-04-26,P4500,Clothing,405.16,U702,51,Female,CA,16,1.9,9,900.6,3340.48
2032-04-27,P4501,Books,412.83,U129,32,Female,NV,8,3.1,3,1352.55,1188.18
2032-04-28,P4502,Books,145.24,U641,63,Female,NV,44,3.7,8,1010.16,3446.85
2032-04-29,P4503,Electronics,859.1,U892,20,Female,NV,24,4.7,5,1134.96,4624.65
2032-04-30,P4504,Books,536.03,U615,41,Female,CA,49,1.2,4,1985.38,2865.02
2032-05-01,P4505,Electronics,259.09,U238,55,Female,FL,43,1.1,7,649.74,4269.69
2032-05-02,P4506,Books,924.03,U152,26,Female,TX,47,4.4,8,1439.03,2335.44
2032-05-03,P4507,Clothing,781.85,U162,36,Male,FL,1,2.8,1,712.65,4555.85
2032-05-04,P4508,Electronics,583.33,U487,30,Male,NY,31,4.2,1,508.22,4881.56
2032-05-05,P4509,Furniture,480.35,U885,41,Female,WA,8,3.6,6,1124.4,1318.3
2032-05-06,P4510,Books,170.56,U361,22,Male,TX,15,3.9,4,1168.05,2949.74
2032-05-07,P4511,Clothing,772.61,U159,24,Female,WA,38,4.4,9,218.23,3426.55
2032-05-08,P4512,Books,61.28,U952,61,Female,NV,27,2.1,3,312.73,4617.31
2032-05-09,P4513,Electronics,845.32,U793,21,Male,CA,19,3.7,8,1711.81,4364.24
2032-05-10,P4514,Electronics,943.07,U550,29,Male,NY,16,4.3,9,193.45,786.97
2032-05-11,P4515,Books,113.52,U275,45,Female,IL,10,3.1,6,1221.15,468.38
2032-05-12,P4516,Books,402.95,U146,53,Female,FL,40,3.6,2,1684.8,4403.34
2032-05-13,P4517,Electronics,541.5,U242,57,Female,FL,14,3.3,9,1841.73,4462.41
2032-05-14,P4518,Furniture,394.27,U745,26,Male,NV,38,1.2,4,287.0,3029.32
2032-05-15,P4519,Electronics,564.8,U138,27,Female,NY,25,1.7,6,1841.79,250.79
2032-05-16,P4520,Books,43.44,U160,40,Male,TX,45,3.3,9,761.5,754.86
2032-05-17,P4521,Furniture,711.24,U647,24,Male,FL,20,3.6,8,1666.8,4638.74
2032-05-18,P4522,Books,749.22,U1000,61,Female,NY,37,4.6,8,1572.76,215.37
2032-05-19,P4523,Clothing,816.07,U843,29,Female,OR,45,1.4,1,352.98,3671.85
2032-05-20,P4524,Electronics,474.63,U507,46,Male,IL,30,2.5,1,253.3,839.86
2032-05-21,P4525,Books,808.91,U471,31,Female,WA,19,4.6,7,931.26,2455.04
2032-05-22,P4526,Furniture,601.57,U758,51,Male,TX,4,4.8,4,1997.02,1234.79
2032-05-23,P4527,Furniture,13.05,U658,24,Male,FL,17,2.5,6,692.52,52.59
2032-05-24,P4528,Electronics,220.25,U593,36,Female,FL,23,2.2,1,1751.56,737.16
2032-05-25,P4529,Electronics,717.6,U28,37,Female,FL,18,4.4,2,912.58,1618.47
2032-05-26,P4530,Books,702.13,U465,54,Male,TX,34,1.1,8,992.93,223.14
2032-05-27,P4531,Books,940.98,U297,56,Male,OR,13,3.1,8,538.85,118.86
2032-05-28,P4532,Books,976.53,U110,54,Male,NV,22,3.3,2,296.08,3194.48
2032-05-29,P4533,Electronics,62.92,U49,21,Female,IL,19,1.4,3,1333.07,103.28
2032-05-30,P4534,Electronics,906.21,U471,41,Female,CA,45,2.1,7,1563.55,2168.07
2032-05-31,P4535,Clothing,200.31,U300,34,Female,FL,1,2.3,6,982.19,1492.01
2032-06-01,P4536,Electronics,901.17,U271,57,Male,WA,8,3.2,3,139.16,1412.52
2032-06-02,P4537,Electronics,211.31,U164,45,Male,NV,45,3.2,7,96.64,4468.33
2032-06-03,P4538,Electronics,386.68,U126,57,Male,TX,8,1.2,2,1531.36,4035.72
2032-06-04,P4539,Clothing,188.22,U291,43,Male,NY,11,3.8,2,1841.29,3309.49
2032-06-05,P4540,Books,214.45,U859,29,Male,WA,16,1.7,1,1271.6,4084.45
2032-06-06,P4541,Furniture,358.73,U367,59,Female,WA,43,4.9,8,54.83,4788.46
2032-06-07,P4542,Clothing,95.43,U134,49,Male,NY,7,4.3,3,947.54,3718.97
2032-06-08,P4543,Clothing,939.11,U908,44,Female,TX,45,2.6,6,425.39,4420.27
2032-06-09,P4544,Electronics,314.66,U107,20,Male,CA,37,2.9,7,1606.45,2202.19
2032-06-10,P4545,Books,250.99,U474,30,Male,FL,14,1.4,8,1103.1,140.17
2032-06-11,P4546,Electronics,17.52,U424,27,Male,TX,21,4.7,3,367.62,3196.46
2032-06-12,P4547,Clothing,98.64,U724,26,Male,FL,48,2.6,6,1828.37,4623.24
2032-06-13,P4548,Furniture,493.19,U946,42,Male,IL,10,4.1,8,373.36,4795.03
2032-06-14,P4549,Books,34.2,U948,28,Male,NV,4,2.0,9,1257.48,1973.72
2032-06-15,P4550,Electronics,699.99,U695,52,Female,IL,33,2.6,9,1734.73,2844.29
2032-06-16,P4551,Electronics,78.48,U387,33,Male,OR,11,4.9,7,1969.75,4703.46
2032-06-17,P4552,Furniture,507.11,U506,32,Male,TX,15,2.2,6,1681.8,4346.26
2032-06-18,P4553,Books,66.43,U431,35,Male,NV,40,4.8,1,150.99,586.37
2032-06-19,P4554,Clothing,703.02,U350,26,Female,OR,4,3.3,7,524.72,3682.75
2032-06-20,P4555,Electronics,632.39,U267,22,Male,IL,26,1.3,6,847.32,1237.27
2032-06-21,P4556,Clothing,541.28,U123,37,Male,WA,25,1.2,9,1286.1,4351.24
2032-06-22,P4557,Books,622.11,U299,34,Female,WA,6,1.4,3,1140.84,1560.69
2032-06-23,P4558,Books,377.86,U375,22,Female,OR,40,1.2,5,681.37,2474.8
2032-06-24,P4559,Furniture,640.06,U261,19,Female,NV,25,2.7,5,862.21,1371.6
2032-06-25,P4560,Furniture,284.37,U901,45,Male,TX,41,4.3,5,1657.3,3929.5
2032-06-26,P4561,Furniture,847.79,U436,53,Female,NV,28,3.1,2,274.45,4919.54
2032-06-27,P4562,Clothing,343.51,U122,51,Male,CA,20,3.3,2,1530.53,1383.73
2032-06-28,P4563,Furniture,80.22,U986,52,Male,OR,38,1.3,8,1260.85,1410.8
2032-06-29,P4564,Electronics,699.75,U312,58,Male,NY,27,2.3,6,1879.98,2923.95
2032-06-30,P4565,Clothing,994.79,U108,60,Female,CA,47,4.0,1,381.24,746.45
2032-07-01,P4566,Furniture,445.93,U964,56,Male,NV,43,4.3,5,1817.56,41.05
2032-07-02,P4567,Electronics,659.42,U321,19,Female,NV,49,3.2,4,1022.45,1555.93
2032-07-03,P4568,Electronics,519.54,U517,34,Female,OR,23,2.6,3,1877.59,1441.94
2032-07-04,P4569,Books,732.23,U178,60,Female,IL,16,1.7,5,1360.41,2789.68
2032-07-05,P4570,Electronics,484.55,U138,33,Male,OR,22,4.7,4,789.7,878.48
2032-07-06,P4571,Electronics,73.01,U421,58,Male,OR,39,2.0,1,1586.15,3537.9
2032-07-07,P4572,Electronics,537.12,U220,54,Male,NV,27,1.2,6,1982.8,3523.34
2032-07-08,P4573,Clothing,724.14,U218,22,Female,WA,45,1.0,9,1811.06,1321.38
2032-07-09,P4574,Books,711.95,U140,40,Male,FL,13,3.6,5,1335.13,3479.54
2032-07-10,P4575,Electronics,422.11,U212,31,Male,CA,20,2.3,5,63.32,1346.35
2032-07-11,P4576,Clothing,857.93,U270,63,Female,CA,42,4.5,4,318.64,3346.76
2032-07-12,P4577,Clothing,727.05,U260,48,Female,TX,38,4.1,7,810.16,4610.62
2032-07-13,P4578,Furniture,195.73,U450,24,Male,FL,23,3.6,8,1185.36,4762.11
2032-07-14,P4579,Clothing,477.83,U397,50,Male,NY,16,4.8,8,1943.5,2761.46
2032-07-15,P4580,Furniture,37.49,U113,34,Male,FL,48,4.9,3,1679.65,4960.74
2032-07-16,P4581,Clothing,981.5,U466,19,Female,NV,41,2.8,7,210.04,836.4
2032-07-17,P4582,Books,671.37,U948,48,Male,FL,37,2.5,2,863.23,2248.22
2032-07-18,P4583,Electronics,988.11,U38,59,Female,OR,2,1.9,3,1249.63,2444.0
2032-07-19,P4584,Furniture,555.14,U706,39,Male,WA,22,2.3,6,140.59,4038.09
2032-07-20,P4585,Books,626.56,U698,43,Female,TX,43,3.1,4,1168.88,1157.99
2032-07-21,P4586,Electronics,951.13,U729,26,Female,TX,26,1.2,1,470.05,4599.13
2032-07-22,P4587,Electronics,334.69,U75,25,Male,FL,38,4.0,9,1091.78,4706.71
2032-07-23,P4588,Electronics,731.16,U886,22,Male,NY,26,3.9,7,824.56,3626.72
2032-07-24,P4589,Furniture,544.17,U636,63,Female,OR,18,2.5,7,1278.57,3947.32
2032-07-25,P4590,Clothing,275.47,U215,55,Male,TX,47,4.5,8,830.59,2946.52
2032-07-26,P4591,Clothing,862.43,U282,56,Female,TX,10,4.9,2,79.84,2093.79
2032-07-27,P4592,Electronics,307.59,U49,47,Female,WA,13,1.7,1,1303.86,2888.88
2032-07-28,P4593,Books,212.37,U646,40,Male,NV,15,3.2,8,1565.45,2142.01
2032-07-29,P4594,Clothing,147.97,U782,27,Male,IL,43,4.0,7,201.01,4057.56
2032-07-30,P4595,Furniture,388.22,U825,60,Male,FL,22,3.9,7,1001.75,3683.54
2032-07-31,P4596,Electronics,276.99,U43,28,Male,CA,14,2.3,6,579.92,2687.27
2032-08-01,P4597,Electronics,84.38,U707,52,Male,WA,2,1.7,4,984.79,1574.07
2032-08-02,P4598,Books,151.26,U540,26,Female,TX,8,1.3,6,552.53,2542.13
2032-08-03,P4599,Books,682.98,U825,48,Male,TX,28,2.6,9,500.37,2780.84
2032-08-04,P4600,Electronics,833.19,U449,39,Male,WA,10,2.5,5,1557.02,2303.38
2032-08-05,P4601,Clothing,168.54,U478,52,Male,WA,45,2.3,5,914.21,4210.75
2032-08-06,P4602,Electronics,800.36,U540,48,Male,WA,10,3.6,2,142.82,1024.53
2032-08-07,P4603,Furniture,715.12,U85,43,Female,TX,3,1.1,5,210.73,1163.66
2032-08-08,P4604,Books,569.55,U567,54,Female,NY,1,1.4,8,1083.75,1979.79
2032-08-09,P4605,Books,641.48,U335,27,Male,FL,11,1.6,8,879.7,3158.01
2032-08-10,P4606,Books,933.19,U626,36,Male,WA,30,3.7,7,838.38,1445.07
2032-08-11,P4607,Furniture,25.64,U803,25,Female,NV,24,2.0,5,1351.3,4124.64
2032-08-12,P4608,Clothing,803.81,U198,28,Male,NY,4,4.5,6,1192.21,4730.93
2032-08-13,P4609,Clothing,162.62,U746,31,Male,NV,33,3.9,7,462.31,4718.48
2032-08-14,P4610,Furniture,700.04,U550,57,Male,FL,1,2.0,1,684.35,909.42
2032-08-15,P4611,Electronics,952.27,U568,63,Female,NY,20,4.6,5,1602.08,309.19
2032-08-16,P4612,Electronics,152.33,U586,28,Male,IL,33,4.1,2,1644.55,3298.17
2032-08-17,P4613,Books,940.95,U175,24,Female,IL,9,3.1,5,1221.48,2936.0
2032-08-18,P4614,Electronics,690.52,U823,35,Male,IL,28,2.4,6,519.75,4407.42
2032-08-19,P4615,Furniture,134.26,U986,56,Female,OR,30,1.6,8,1792.18,175.22
2032-08-20,P4616,Electronics,366.16,U946,32,Female,IL,7,1.4,4,1659.79,906.16
2032-08-21,P4617,Electronics,951.68,U965,24,Female,NV,28,2.6,6,1774.71,4346.47
2032-08-22,P4618,Books,641.19,U48,60,Male,NV,26,3.2,1,544.08,1497.63
